,id.resp_p,proto,duration,orig_bytes,resp_bytes,conn_state,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label
60471089,23,tcp,0 days 00:00:03.087731,0,0,S0,0,S,3,180,0,0,Benign
56420935,23,tcp,0 days 00:00:03.155694,0,0,S0,0,S,3,180,0,0,Benign
57070166,23,tcp,0 days 00:00:03.122999,0,0,S0,0,S,3,180,0,0,Benign
58492745,23,tcp,0 days 00:00:03.115227,0,0,S0,0,S,3,180,0,0,Benign
56570973,23,tcp,0 days 00:00:03.139265,0,0,S0,0,S,3,180,0,0,Benign
55559281,23,tcp,0 days 00:00:03.154953,0,0,S0,0,S,3,180,0,0,Benign
55669357,23,tcp,0 days 00:00:03.120232,0,0,S0,0,S,3,180,0,0,Benign
56577858,23,tcp,0 days 00:00:03.158472,0,0,S0,0,S,3,180,0,0,Benign
60836056,23,tcp,0 days 00:00:03.093496,0,0,S0,0,S,3,180,0,0,Benign
56642649,23,tcp,0 days 00:00:03.111248,0,0,S0,0,S,3,180,0,0,Benign
60495293,23,tcp,0 days 00:00:03.109279,0,0,S0,0,S,3,180,0,0,Benign
56805285,23,tcp,0 days 00:00:03.116245,0,0,S0,0,S,3,180,0,0,Benign
57283684,23,tcp,0 days 00:00:03.145976,0,0,S0,0,S,3,180,0,0,Benign
60564419,23,tcp,0 days 00:00:03.130231,0,0,S0,0,S,3,180,0,0,Benign
58590462,23,tcp,0 days 00:00:03.142716,0,0,S0,0,S,3,180,0,0,Benign
58746317,23,tcp,0 days 00:00:03.142457,0,0,S0,0,S,3,180,0,0,Benign
60497075,23,tcp,0 days 00:00:03.099253,0,0,S0,0,S,3,180,0,0,Benign
56447715,23,tcp,0 days 00:00:03.131455999,0,0,S0,0,S,3,180,0,0,Benign
56055167,23,tcp,0 days 00:00:03.115413,0,0,S0,0,S,3,180,0,0,Benign
58127585,23,tcp,0 days 00:00:03.107725,0,0,S0,0,S,3,180,0,0,Benign
58045991,23,tcp,0 days 00:00:03.150972,0,0,S0,0,S,3,180,0,0,Benign
60481127,23,tcp,0 days 00:00:03.091013,0,0,S0,0,S,3,180,0,0,Benign
58100340,23,tcp,0 days 00:00:03.116472,0,0,S0,0,S,3,180,0,0,Benign
55268594,23,tcp,0 days 00:00:03.115256,0,0,S0,0,S,3,180,0,0,Benign
60513110,23,tcp,0 days 00:00:03.108982,0,0,S0,0,S,3,180,0,0,Benign
55831073,23,tcp,0 days 00:00:03.092001,0,0,S0,0,S,3,180,0,0,Benign
60849964,23,tcp,0 days 00:00:03.145501,0,0,S0,0,S,3,180,0,0,Benign
58325013,23,tcp,0 days 00:00:03.095772,0,0,S0,0,S,3,180,0,0,Benign
56938462,23,tcp,0 days 00:00:03.121748,0,0,S0,0,S,3,180,0,0,Benign
55924186,23,tcp,0 days 00:00:03.148961,0,0,S0,0,S,3,180,0,0,Benign
60651046,23,tcp,0 days 00:00:03.102976,0,0,S0,0,S,3,180,0,0,Benign
60779605,23,tcp,0 days 00:00:03.124497,0,0,S0,0,S,3,180,0,0,Benign
60943026,23,tcp,0 days 00:00:03.093245,0,0,S0,0,S,3,180,0,0,Benign
60780278,23,tcp,0 days 00:00:03.120497,0,0,S0,0,S,3,180,0,0,Benign
58128908,23,tcp,0 days 00:00:03.095987,0,0,S0,0,S,3,180,0,0,Benign
55678189,23,tcp,0 days 00:00:03.133950999,0,0,S0,0,S,3,180,0,0,Benign
56743688,23,tcp,0 days 00:00:03.090505,0,0,S0,0,S,3,180,0,0,Benign
56385317,23,tcp,0 days 00:00:03.118752,0,0,S0,0,S,3,180,0,0,Benign
56606529,23,tcp,0 days 00:00:03.145967,0,0,S0,0,S,3,180,0,0,Benign
55969153,23,tcp,0 days 00:00:03.157950,0,0,S0,0,S,3,180,0,0,Benign
58747008,23,tcp,0 days 00:00:03.158926,0,0,S0,0,S,3,180,0,0,Benign
58775552,23,tcp,0 days 00:00:03.153933,0,0,S0,0,S,3,180,0,0,Benign
60871389,23,tcp,0 days 00:00:03.159699,0,0,S0,0,S,3,180,0,0,Benign
55053923,23,tcp,0 days 00:00:03.098222,0,0,S0,0,S,3,180,0,0,Benign
60458250,23,tcp,0 days 00:00:03.127256,0,0,S0,0,S,3,180,0,0,Benign
56880220,23,tcp,0 days 00:00:03.134442,0,0,S0,0,S,3,180,0,0,Benign
55736723,23,tcp,0 days 00:00:03.150463,0,0,S0,0,S,3,180,0,0,Benign
58201764,23,tcp,0 days 00:00:03.127230,0,0,S0,0,S,3,180,0,0,Benign
60405433,23,tcp,0 days 00:00:03.131967,0,0,S0,0,S,3,180,0,0,Benign
58963423,23,tcp,0 days 00:00:03.133456999,0,0,S0,0,S,3,180,0,0,Benign
55496822,23,tcp,0 days 00:00:03.122208,0,0,S0,0,S,3,180,0,0,Benign
55445741,23,tcp,0 days 00:00:03.127476,0,0,S0,0,S,3,180,0,0,Benign
56594419,23,tcp,0 days 00:00:03.150490,0,0,S0,0,S,3,180,0,0,Benign
60254032,23,tcp,0 days 00:00:03.130933,0,0,S0,0,S,3,180,0,0,Benign
60985893,23,tcp,0 days 00:00:03.130967,0,0,S0,0,S,3,180,0,0,Benign
56241473,23,tcp,0 days 00:00:03.112247,0,0,S0,0,S,3,180,0,0,Benign
58299043,23,tcp,0 days 00:00:03.121440,0,0,S0,0,S,3,180,0,0,Benign
60799448,23,tcp,0 days 00:00:03.101472,0,0,S0,0,S,3,180,0,0,Benign
58701160,23,tcp,0 days 00:00:03.102478,0,0,S0,0,S,3,180,0,0,Benign
55103590,23,tcp,0 days 00:00:03.124959,0,0,S0,0,S,3,180,0,0,Benign
60708673,23,tcp,0 days 00:00:03.134709,0,0,S0,0,S,3,180,0,0,Benign
55880514,23,tcp,0 days 00:00:03.081012,0,0,S0,0,S,3,180,0,0,Benign
55440543,23,tcp,0 days 00:00:03.150209,0,0,S0,0,S,3,180,0,0,Benign
55701193,23,tcp,0 days 00:00:03.117931,0,0,S0,0,S,3,180,0,0,Benign
56143252,23,tcp,0 days 00:00:03.085024,0,0,S0,0,S,3,180,0,0,Benign
60227373,23,tcp,0 days 00:00:03.129223,0,0,S0,0,S,3,180,0,0,Benign
55866198,23,tcp,0 days 00:00:03.116248,0,0,S0,0,S,3,180,0,0,Benign
58570919,23,tcp,0 days 00:00:03.155713,0,0,S0,0,S,3,180,0,0,Benign
58533611,23,tcp,0 days 00:00:03.114246,0,0,S0,0,S,3,180,0,0,Benign
60631967,23,tcp,0 days 00:00:03.154171,0,0,S0,0,S,3,180,0,0,Benign
58175077,23,tcp,0 days 00:00:03.113486,0,0,S0,0,S,3,180,0,0,Benign
58713135,23,tcp,0 days 00:00:03.085732,0,0,S0,0,S,3,180,0,0,Benign
58797583,23,tcp,0 days 00:00:03.136484,0,0,S0,0,S,3,180,0,0,Benign
57001976,23,tcp,0 days 00:00:03.112470,0,0,S0,0,S,3,180,0,0,Benign
60869990,23,tcp,0 days 00:00:03.153696,0,0,S0,0,S,3,180,0,0,Benign
60375475,23,tcp,0 days 00:00:03.150981,0,0,S0,0,S,3,180,0,0,Benign
58677333,23,tcp,0 days 00:00:03.092257,0,0,S0,0,S,3,180,0,0,Benign
58997427,23,tcp,0 days 00:00:03.123949,0,0,S0,0,S,3,180,0,0,Benign
101531,4952,tcp,0 days 00:00:02.998805,0,0,S0,0,S,3,180,0,0,Benign
55932546,23,tcp,0 days 00:00:03.112973,0,0,S0,0,S,3,180,0,0,Benign
56455606,23,tcp,0 days 00:00:03.139708,0,0,S0,0,S,3,180,0,0,Benign
60245129,23,tcp,0 days 00:00:03.144427,0,0,S0,0,S,3,180,0,0,Benign
57024667,23,tcp,0 days 00:00:03.121241,0,0,S0,0,S,3,180,0,0,Benign
56730767,23,tcp,0 days 00:00:03.120203,0,0,S0,0,S,3,180,0,0,Benign
58687848,23,tcp,0 days 00:00:03.146710,0,0,S0,0,S,3,180,0,0,Benign
60286982,23,tcp,0 days 00:00:03.094471,0,0,S0,0,S,3,180,0,0,Benign
56049638,23,tcp,0 days 00:00:03.096972,0,0,S0,0,S,3,180,0,0,Benign
56461328,23,tcp,0 days 00:00:03.144473,0,0,S0,0,S,3,180,0,0,Benign
58307254,23,tcp,0 days 00:00:03.099755,0,0,S0,0,S,3,180,0,0,Benign
60517496,23,tcp,0 days 00:00:03.143478,0,0,S0,0,S,3,180,0,0,Benign
58699113,23,tcp,0 days 00:00:03.081488,0,0,S0,0,S,3,180,0,0,Benign
58073836,23,tcp,0 days 00:00:03.152214,0,0,S0,0,S,3,180,0,0,Benign
57065306,23,tcp,0 days 00:00:03.139964,0,0,S0,0,S,3,180,0,0,Benign
60322098,23,tcp,0 days 00:00:03.156662,0,0,S0,0,S,3,180,0,0,Benign
56781956,23,tcp,0 days 00:00:03.090247,0,0,S0,0,S,3,180,0,0,Benign
55631526,23,tcp,0 days 00:00:03.141227,0,0,S0,0,S,3,180,0,0,Benign
56710584,23,tcp,0 days 00:00:03.102751,0,0,S0,0,S,3,180,0,0,Benign
58803050,23,tcp,0 days 00:00:03.120718,0,0,S0,0,S,3,180,0,0,Benign
60493443,23,tcp,0 days 00:00:03.086252,0,0,S0,0,S,3,180,0,0,Benign
56817316,23,tcp,0 days 00:00:03.120504,0,0,S0,0,S,3,180,0,0,Benign
58789577,23,tcp,0 days 00:00:03.143749,0,0,S0,0,S,3,180,0,0,Benign
56093125,23,tcp,0 days 00:00:03.135760,0,0,S0,0,S,3,180,0,0,Benign
58649451,23,tcp,0 days 00:00:03.129219,0,0,S0,0,S,3,180,0,0,Benign
56248434,23,tcp,0 days 00:00:03.121735,0,0,S0,0,S,3,180,0,0,Benign
55214145,23,tcp,0 days 00:00:03.143700,0,0,S0,0,S,3,180,0,0,Benign
58565013,23,tcp,0 days 00:00:03.119700,0,0,S0,0,S,3,180,0,0,Benign
58720589,23,tcp,0 days 00:00:03.088471,0,0,S0,0,S,2,120,0,0,Benign
55444380,23,tcp,0 days 00:00:03.127231,0,0,S0,0,S,3,180,0,0,Benign
55167729,23,tcp,0 days 00:00:03.131999,0,0,S0,0,S,3,180,0,0,Benign
55107038,23,tcp,0 days 00:00:03.119969,0,0,S0,0,S,3,180,0,0,Benign
55171331,23,tcp,0 days 00:00:03.101981,0,0,S0,0,S,3,180,0,0,Benign
55394788,23,tcp,0 days 00:00:03.094499,0,0,S0,0,S,3,180,0,0,Benign
55368224,23,tcp,0 days 00:00:03.145699,0,0,S0,0,S,3,180,0,0,Benign
60840043,23,tcp,0 days 00:00:03.086477,0,0,S0,0,S,3,180,0,0,Benign
89696023,123,udp,0 days 00:00:00.001994999,48,48,SF,0,Dd,1,76,1,76,Benign
55056580,23,tcp,0 days 00:00:03.142247,0,0,S0,0,S,3,180,0,0,Benign
58862184,23,tcp,0 days 00:00:03.100246,0,0,S0,0,S,3,180,0,0,Benign
56097480,23,tcp,0 days 00:00:03.093970,0,0,S0,0,S,3,180,0,0,Benign
58464590,23,tcp,0 days 00:00:03.156226,0,0,S0,0,S,3,180,0,0,Benign
58765952,23,tcp,0 days 00:00:03.113749,0,0,S0,0,S,3,180,0,0,Benign
60958042,23,tcp,0 days 00:00:03.156953,0,0,S0,0,S,3,180,0,0,Benign
55541716,23,tcp,0 days 00:00:03.152455,0,0,S0,0,S,3,180,0,0,Benign
57006807,23,tcp,0 days 00:00:03.113991,0,0,S0,0,S,3,180,0,0,Benign
55713340,23,tcp,0 days 00:00:03.129473,0,0,S0,0,S,3,180,0,0,Benign
60915798,23,tcp,0 days 00:00:03.158189,0,0,S0,0,S,3,180,0,0,Benign
55486427,23,tcp,0 days 00:00:03.151952,0,0,S0,0,S,3,180,0,0,Benign
60298597,23,tcp,0 days 00:00:03.084468,0,0,S0,0,S,3,180,0,0,Benign
57259785,23,tcp,0 days 00:00:03.123251,0,0,S0,0,S,3,180,0,0,Benign
55185739,23,tcp,0 days 00:00:03.089258,0,0,S0,0,S,3,180,0,0,Benign
60351685,23,tcp,0 days 00:00:03.134747,0,0,S0,0,S,3,180,0,0,Benign
56531153,23,tcp,0 days 00:00:03.143225,0,0,S0,0,S,3,180,0,0,Benign
55005086,23,tcp,0 days 00:00:03.105503,0,0,S0,0,S,3,180,0,0,Benign
60749391,23,tcp,0 days 00:00:03.143506,0,0,S0,0,S,3,180,0,0,Benign
58410211,23,tcp,0 days 00:00:03.106495,0,0,S0,0,S,3,180,0,0,Benign
58845508,23,tcp,0 days 00:00:03.130990,0,0,S0,0,S,3,180,0,0,Benign
60822098,23,tcp,0 days 00:00:03.090240,0,0,S0,0,S,3,180,0,0,Benign
58513379,23,tcp,0 days 00:00:03.153694,0,0,S0,0,S,3,180,0,0,Benign
57240925,23,tcp,0 days 00:00:03.096250,0,0,S0,0,S,3,180,0,0,Benign
60790235,23,tcp,0 days 00:00:03.108985,0,0,S0,0,S,3,180,0,0,Benign
58535796,23,tcp,0 days 00:00:03.151722,0,0,S0,0,S,3,180,0,0,Benign
55844241,23,tcp,0 days 00:00:03.109981,0,0,S0,0,S,3,180,0,0,Benign
58296289,23,tcp,0 days 00:00:03.113249,0,0,S0,0,S,3,180,0,0,Benign
57016337,23,tcp,0 days 00:00:03.113986,0,0,S0,0,S,3,180,0,0,Benign
60515667,23,tcp,0 days 00:00:03.142218,0,0,S0,0,S,3,180,0,0,Benign
55694501,23,tcp,0 days 00:00:03.140446,0,0,S0,0,S,3,180,0,0,Benign
60624985,23,tcp,0 days 00:00:03.144483,0,0,S0,0,S,3,180,0,0,Benign
60349410,23,tcp,0 days 00:00:03.148970,0,0,S0,0,S,3,180,0,0,Benign
55780791,23,tcp,0 days 00:00:03.156442,0,0,S0,0,S,3,180,0,0,Benign
54999120,23,tcp,0 days 00:00:03.159958,0,0,S0,0,S,3,180,0,0,Benign
58185550,23,tcp,0 days 00:00:03.134700,0,0,S0,0,S,3,180,0,0,Benign
56668108,23,tcp,0 days 00:00:03.089264,0,0,S0,0,S,3,180,0,0,Benign
58510103,23,tcp,0 days 00:00:03.118223,0,0,S0,0,S,3,180,0,0,Benign
60678222,23,tcp,0 days 00:00:03.099008,0,0,S0,0,S,3,180,0,0,Benign
60884994,23,tcp,0 days 00:00:03.101245,0,0,S0,0,S,3,180,0,0,Benign
56420103,23,tcp,0 days 00:00:03.119718,0,0,S0,0,S,3,180,0,0,Benign
58517601,23,tcp,0 days 00:00:03.113012,0,0,S0,0,S,3,180,0,0,Benign
60943347,23,tcp,0 days 00:00:03.122009,0,0,S0,0,S,3,180,0,0,Benign
56751585,23,tcp,0 days 00:00:03.117216,0,0,S0,0,S,3,180,0,0,Benign
54980634,23,tcp,0 days 00:00:03.110487,0,0,S0,0,S,3,180,0,0,Benign
55172789,23,tcp,0 days 00:00:03.132212,0,0,S0,0,S,3,180,0,0,Benign
55033356,23,tcp,0 days 00:00:03.117957,0,0,S0,0,S,3,180,0,0,Benign
56371074,23,tcp,0 days 00:00:03.159465,0,0,S0,0,S,3,180,0,0,Benign
60958146,23,tcp,0 days 00:00:03.150725,0,0,S0,0,S,3,180,0,0,Benign
60370054,23,tcp,0 days 00:00:03.147754,0,0,S0,0,S,3,180,0,0,Benign
60818376,23,tcp,0 days 00:00:03.084256,0,0,S0,0,S,3,180,0,0,Benign
89709627,18296,udp,0 days 00:00:34.017868,318,0,S0,0,D,3,402,0,0,Benign
56417060,23,tcp,0 days 00:00:03.146233,0,0,S0,0,S,3,180,0,0,Benign
56371854,23,tcp,0 days 00:00:03.135985,0,0,S0,0,S,3,180,0,0,Benign
56099107,23,tcp,0 days 00:00:03.118714,0,0,S0,0,S,3,180,0,0,Benign
57041523,23,tcp,0 days 00:00:03.159217,0,0,S0,0,S,3,180,0,0,Benign
55353917,23,tcp,0 days 00:00:03.135977,0,0,S0,0,S,3,180,0,0,Benign
58548702,23,tcp,0 days 00:00:03.156745,0,0,S0,0,S,3,180,0,0,Benign
60257576,23,tcp,0 days 00:00:03.082245,0,0,S0,0,S,3,180,0,0,Benign
60553701,23,tcp,0 days 00:00:03.114730,0,0,S0,0,S,3,180,0,0,Benign
55662100,23,tcp,0 days 00:00:03.088012,0,0,S0,0,S,3,180,0,0,Benign
58632688,23,tcp,0 days 00:00:03.113992,0,0,S0,0,S,3,180,0,0,Benign
55454419,23,tcp,0 days 00:00:03.125479,0,0,S0,0,S,3,180,0,0,Benign
55536448,23,tcp,0 days 00:00:03.134726,0,0,S0,0,S,3,180,0,0,Benign
58384085,23,tcp,0 days 00:00:03.148230,0,0,S0,0,S,3,180,0,0,Benign
56142040,23,tcp,0 days 00:00:03.115966,0,0,S0,0,S,3,180,0,0,Benign
60749814,23,tcp,0 days 00:00:03.117977,0,0,S0,0,S,3,180,0,0,Benign
55175017,23,tcp,0 days 00:00:03.138984,0,0,S0,0,S,3,180,0,0,Benign
90262,29125,tcp,0 days 00:00:02.999040,0,0,S0,0,S,3,180,0,0,Benign
55007289,23,tcp,0 days 00:00:03.141479,0,0,S0,0,S,3,180,0,0,Benign
58111149,23,tcp,0 days 00:00:03.084219,0,0,S0,0,S,3,180,0,0,Benign
56634904,23,tcp,0 days 00:00:03.098766,0,0,S0,0,S,3,180,0,0,Benign
56103567,23,tcp,0 days 00:00:03.124717,0,0,S0,0,S,3,180,0,0,Benign
60425738,23,tcp,0 days 00:00:03.131213,0,0,S0,0,S,3,180,0,0,Benign
55652992,23,tcp,0 days 00:00:03.106021,0,0,S0,0,S,3,180,0,0,Benign
60409662,23,tcp,0 days 00:00:03.096501,0,0,S0,0,S,3,180,0,0,Benign
56681710,23,tcp,0 days 00:00:03.111738,0,0,S0,0,S,3,180,0,0,Benign
58962322,23,tcp,0 days 00:00:03.130734999,0,0,S0,0,S,3,180,0,0,Benign
60675419,23,tcp,0 days 00:00:03.100249,0,0,S0,0,S,3,180,0,0,Benign
58853111,23,tcp,0 days 00:00:03.125986999,0,0,S0,0,S,3,180,0,0,Benign
59028054,23,tcp,0 days 00:00:03.130707999,0,0,S0,0,S,3,180,0,0,Benign
57187029,23,tcp,0 days 00:00:03.136721,0,0,S0,0,S,3,180,0,0,Benign
58978445,23,tcp,0 days 00:00:03.137234,0,0,S0,0,S,3,180,0,0,Benign
58168144,23,tcp,0 days 00:00:03.150971,0,0,S0,0,S,3,180,0,0,Benign
60758965,23,tcp,0 days 00:00:03.138486,0,0,S0,0,S,3,180,0,0,Benign
55411683,23,tcp,0 days 00:00:03.122493,0,0,S0,0,S,3,180,0,0,Benign
56926180,23,tcp,0 days 00:00:03.082728,0,0,S0,0,S,3,180,0,0,Benign
56114335,23,tcp,0 days 00:00:03.154960,0,0,S0,0,S,3,180,0,0,Benign
58604648,23,tcp,0 days 00:00:03.098262,0,0,S0,0,S,3,180,0,0,Benign
56662546,23,tcp,0 days 00:00:03.159710,0,0,S0,0,S,3,180,0,0,Benign
57265548,23,tcp,0 days 00:00:03.132234999,0,0,S0,0,S,3,180,0,0,Benign
58235041,23,tcp,0 days 00:00:03.130970,0,0,S0,0,S,3,180,0,0,Benign
56725176,23,tcp,0 days 00:00:03.098991,0,0,S0,0,S,3,180,0,0,Benign
58211277,23,tcp,0 days 00:00:03.138500,0,0,S0,0,S,3,180,0,0,Benign
57047376,23,tcp,0 days 00:00:03.119485,0,0,S0,0,S,3,180,0,0,Benign
55910512,23,tcp,0 days 00:00:03.137227,0,0,S0,0,S,3,180,0,0,Benign
56931794,23,tcp,0 days 00:00:03.129957999,0,0,S0,0,S,3,180,0,0,Benign
55909993,23,tcp,0 days 00:00:03.103246,0,0,S0,0,S,3,180,0,0,Benign
56254796,23,tcp,0 days 00:00:03.123969,0,0,S0,0,S,3,180,0,0,Benign
58537388,23,tcp,0 days 00:00:03.105510,0,0,S0,0,S,3,180,0,0,Benign
58538981,23,tcp,0 days 00:00:03.149210,0,0,S0,0,S,3,180,0,0,Benign
57032854,23,tcp,0 days 00:00:03.099246,0,0,S0,0,S,3,180,0,0,Benign
56692020,23,tcp,0 days 00:00:03.104241,0,0,S0,0,S,3,180,0,0,Benign
57097499,23,tcp,0 days 00:00:03.097234,0,0,S0,0,S,3,180,0,0,Benign
58081086,23,tcp,0 days 00:00:03.121995,0,0,S0,0,S,3,180,0,0,Benign
58845921,23,tcp,0 days 00:00:03.138733,0,0,S0,0,S,3,180,0,0,Benign
60682135,23,tcp,0 days 00:00:03.118713,0,0,S0,0,S,3,180,0,0,Benign
58978564,23,tcp,0 days 00:00:03.088750,0,0,S0,0,S,3,180,0,0,Benign
56356889,23,tcp,0 days 00:00:03.125727,0,0,S0,0,S,3,180,0,0,Benign
58301485,23,tcp,0 days 00:00:03.098474,0,0,S0,0,S,3,180,0,0,Benign
55747849,23,tcp,0 days 00:00:03.125708999,0,0,S0,0,S,3,180,0,0,Benign
58740113,23,tcp,0 days 00:00:03.082977,0,0,S0,0,S,3,180,0,0,Benign
60641791,23,tcp,0 days 00:00:03.113012,0,0,S0,0,S,3,180,0,0,Benign
59025704,23,tcp,0 days 00:00:03.120984,0,0,S0,0,S,3,180,0,0,Benign
60278639,23,tcp,0 days 00:00:03.104473,0,0,S0,0,S,3,180,0,0,Benign
55556163,23,tcp,0 days 00:00:03.139712,0,0,S0,0,S,3,180,0,0,Benign
56749088,23,tcp,0 days 00:00:03.117988,0,0,S0,0,S,3,180,0,0,Benign
58771985,23,tcp,0 days 00:00:03.109995,0,0,S0,0,S,3,180,0,0,Benign
60666919,23,tcp,0 days 00:00:03.125461999,0,0,S0,0,S,3,180,0,0,Benign
60828268,23,tcp,0 days 00:00:03.101465,0,0,S0,0,S,3,180,0,0,Benign
56517077,23,tcp,0 days 00:00:03.149686,0,0,S0,0,S,3,180,0,0,Benign
60619716,23,tcp,0 days 00:00:03.155460,0,0,S0,0,S,3,180,0,0,Benign
56641136,23,tcp,0 days 00:00:03.143465,0,0,S0,0,S,3,180,0,0,Benign
58457349,23,tcp,0 days 00:00:03.103497,0,0,S0,0,S,3,180,0,0,Benign
58845548,23,tcp,0 days 00:00:03.126473,0,0,S0,0,S,3,180,0,0,Benign
57100403,23,tcp,0 days 00:00:03.102235,0,0,S0,0,S,3,180,0,0,Benign
55824781,23,tcp,0 days 00:00:03.149456,0,0,S0,0,S,3,180,0,0,Benign
55070152,23,tcp,0 days 00:00:03.156940,0,0,S0,0,S,3,180,0,0,Benign
55698628,23,tcp,0 days 00:00:03.141196,0,0,S0,0,S,3,180,0,0,Benign
55310230,23,tcp,0 days 00:00:03.116502,0,0,S0,0,S,3,180,0,0,Benign
57046254,23,tcp,0 days 00:00:03.112211,0,0,S0,0,S,3,180,0,0,Benign
60493284,23,tcp,0 days 00:00:03.105984,0,0,S0,0,S,3,180,0,0,Benign
56579704,23,tcp,0 days 00:00:03.150729,0,0,S0,0,S,3,180,0,0,Benign
55510375,23,tcp,0 days 00:00:03.083756,0,0,S0,0,S,3,180,0,0,Benign
58871421,23,tcp,0 days 00:00:03.137217,0,0,S0,0,S,3,180,0,0,Benign
55472499,23,tcp,0 days 00:00:03.128478,0,0,S0,0,S,3,180,0,0,Benign
54865699,123,udp,0 days 00:00:00.038217,48,48,SF,0,Dd,1,76,1,76,Benign
58460143,23,tcp,0 days 00:00:03.156230,0,0,S0,0,S,3,180,0,0,Benign
58433225,23,tcp,0 days 00:00:03.134962,0,0,S0,0,S,3,180,0,0,Benign
56650577,23,tcp,0 days 00:00:03.132729,0,0,S0,0,S,3,180,0,0,Benign
56652533,23,tcp,0 days 00:00:03.089749,0,0,S0,0,S,3,180,0,0,Benign
58546522,23,tcp,0 days 00:00:03.136462,0,0,S0,0,S,3,180,0,0,Benign
55665932,23,tcp,0 days 00:00:03.087268,0,0,S0,0,S,3,180,0,0,Benign
60963909,23,tcp,0 days 00:00:03.102509,0,0,S0,0,S,3,180,0,0,Benign
55787018,23,tcp,0 days 00:00:03.090765,0,0,S0,0,S,3,180,0,0,Benign
55954844,23,tcp,0 days 00:00:03.104262,0,0,S0,0,S,3,180,0,0,Benign
60846512,23,tcp,0 days 00:00:03.087743,0,0,S0,0,S,3,180,0,0,Benign
60443183,23,tcp,0 days 00:00:03.120982,0,0,S0,0,S,3,180,0,0,Benign
55667414,23,tcp,0 days 00:00:03.146719,0,0,S0,0,S,3,180,0,0,Benign
55634895,23,tcp,0 days 00:00:03.111245,0,0,S0,0,S,3,180,0,0,Benign
55009980,23,tcp,0 days 00:00:03.159218,0,0,S0,0,S,3,180,0,0,Benign
56295137,23,tcp,0 days 00:00:03.114258,0,0,S0,0,S,3,180,0,0,Benign
55984019,23,tcp,0 days 00:00:03.125009,0,0,S0,0,S,3,180,0,0,Benign
58812014,23,tcp,0 days 00:00:03.136453,0,0,S0,0,S,3,180,0,0,Benign
55647233,23,tcp,0 days 00:00:03.100236,0,0,S0,0,S,3,180,0,0,Benign
56376807,23,tcp,0 days 00:00:03.088487,0,0,S0,0,S,3,180,0,0,Benign
60397336,23,tcp,0 days 00:00:03.123741,0,0,S0,0,S,3,180,0,0,Benign
58098511,23,tcp,0 days 00:00:03.111971,0,0,S0,0,S,3,180,0,0,Benign
58235412,23,tcp,0 days 00:00:03.122968,0,0,S0,0,S,3,180,0,0,Benign
55686722,23,tcp,0 days 00:00:03.126966,0,0,S0,0,S,3,180,0,0,Benign
60365871,23,tcp,0 days 00:00:03.090789,0,0,S0,0,S,3,180,0,0,Benign
60820223,23,tcp,0 days 00:00:03.101782,0,0,S0,0,S,3,180,0,0,Benign
56612379,23,tcp,0 days 00:00:03.137210,0,0,S0,0,S,3,180,0,0,Benign
60606841,23,tcp,0 days 00:00:03.096242,0,0,S0,0,S,3,180,0,0,Benign
60310963,23,tcp,0 days 00:00:03.149469,0,0,S0,0,S,3,180,0,0,Benign
58551910,23,tcp,0 days 00:00:03.119226,0,0,S0,0,S,3,180,0,0,Benign
56658413,23,tcp,0 days 00:00:03.111746,0,0,S0,0,S,3,180,0,0,Benign
56040512,23,tcp,0 days 00:00:03.156479,0,0,S0,0,S,3,180,0,0,Benign
56766211,23,tcp,0 days 00:00:03.159959,0,0,S0,0,S,3,180,0,0,Benign
58913385,23,tcp,0 days 00:00:03.088998,0,0,S0,0,S,3,180,0,0,Benign
57068646,23,tcp,0 days 00:00:03.126975,0,0,S0,0,S,3,180,0,0,Benign
55522947,23,tcp,0 days 00:00:03.125000,0,0,S0,0,S,3,180,0,0,Benign
55999924,23,tcp,0 days 00:00:03.124985,0,0,S0,0,S,3,180,0,0,Benign
56173075,23,tcp,0 days 00:00:03.137202,0,0,S0,0,S,3,180,0,0,Benign
56136772,23,tcp,0 days 00:00:03.108768,0,0,S0,0,S,3,180,0,0,Benign
60781033,23,tcp,0 days 00:00:03.085029,0,0,S0,0,S,3,180,0,0,Benign
55613038,23,tcp,0 days 00:00:03.119989,0,0,S0,0,S,3,180,0,0,Benign
58347958,23,tcp,0 days 00:00:03.155951,0,0,S0,0,S,3,180,0,0,Benign
55508816,23,tcp,0 days 00:00:03.144483,0,0,S0,0,S,3,180,0,0,Benign
58878273,23,tcp,0 days 00:00:03.091001,0,0,S0,0,S,3,180,0,0,Benign
56067581,23,tcp,0 days 00:00:03.104232,0,0,S0,0,S,3,180,0,0,Benign
56303223,23,tcp,0 days 00:00:03.099263,0,0,S0,0,S,3,180,0,0,Benign
56238772,23,tcp,0 days 00:00:03.122732,0,0,S0,0,S,3,180,0,0,Benign
57258325,23,tcp,0 days 00:00:03.083253,0,0,S0,0,S,3,180,0,0,Benign
55993885,23,tcp,0 days 00:00:03.103270,0,0,S0,0,S,3,180,0,0,Benign
56529574,23,tcp,0 days 00:00:03.117490,0,0,S0,0,S,3,180,0,0,Benign
58874489,23,tcp,0 days 00:00:03.121983,0,0,S0,0,S,3,180,0,0,Benign
57073932,23,tcp,0 days 00:00:03.158708,0,0,S0,0,S,3,180,0,0,Benign
